-0.028694552,0.010387557,-0.007083137,0.007334563,-0.0240123,-0.033737462,-0.017426618,-0.002656316,-0.057738926,-0.017344607
0.026573689,0.037018549,0.03217506,0.056816475,0.020509694,0.009285189,0.021890924,0.031097361,0.061022405,0.025504954
0.015995776,-0.052942285,0.00849912,0.00688031,0.056043871,-0.000667252,0.011685932,0.020417532,-0.006383656,0.039070635
-0.00645858,-0.020729872,0.010050203,0.003242662,-0.098799697,0.000438562,-0.001836025,0.00859454,0.023020411,-0.043510894
0.06720276,0.124441673,-0.060151739,0.001437851,-0.006034388,-0.008133627,0.006715881,-0.006911704,0.000947759,0.01877656
0.02715625,0.025563908,0.018766547,-0.355034254,0.006818752,0.037767313,-0.070454275,0.026341801,0.035182764,0.048636109
-0.015374958,-0.012163394,0.003935926,0.128202201,0.001567041,-0.003596198,-0.007076441,-0.01381034,-0.021633422,-0.031056043
0.004035983,0.012110388,0.001121774,-0.052266323,-0.009966015,0.002077721,-0.003425138,0.020543039,0.035619683,0.013409503
0.021732097,0.008764134,0.015848987,-0.001901094,0.010487799,-0.00101975,0.01428133,0.024404927,0.029152491,0.04590099
0.023622141,0.007645175,0.011519631,0.014171234,0.049609586,0.019018048,0.003117264,0.008299583,-0.036211983,-0.002019694
-0.002552716,-0.015031555,-0.008489694,-0.002818226,-0.035366202,-0.046361329,0.045505551,-0.014869426,0.001089361,0.023177557
0.009725505,-0.020976775,0.004116927,-0.025728004,-0.020785342,-0.003399407,-0.025095421,0.002792532,-0.048518036,0.008606246
-0.024925873,0.001026944,-0.006319561,-0.00338405,-0.04923663,-0.046397918,0.00367812,-0.018089157,-0.05460707,-0.034896251
0.015150274,0.015332133,0.022619841,0.030052392,0.030688112,-0.01483783,0.019680987,0.025530775,0.032848225,0.022669058
0.031524698,0.01771731,0.011254167,0.018161104,0.005866737,0.030840054,0.014174158,0.041343764,0.016411257,0.041828592
0.003877679,0.000574779,-0.005343339,-0.021927587,-0.095044326,-0.008535798,0.006465396,0.007935772,-0.005954133,-0.005444828
-0.0184065,-0.002405775,0.028520468,-0.022419302,-0.011469027,0.000278441,-0.008302856,0.013180869,-0.084999427,0.044899563
-0.008610955,0.085321331,0.053971331,-0.074070866,-0.004446458,-0.041657505,-0.046940454,0.003337672,0.040083487,-0.011826461
0.0071809,-0.002214113,0.009574125,-0.003642991,0.012693897,-0.0071774,-0.029471451,0.008846344,-0.015841172,0.011523112
0.002759638,0.047290691,0.027946937,0.014492956,-0.002349546,-0.010072518,0,-0.013113107,-0.036481379,-0.029706145
0.030006308,-0.006547706,0.007338163,0.015298667,0.015173942,0.007061408,0.003962533,0.007593332,0.011819513,0.01704357
0.028993014,0.051702629,-0.020973134,0.020040751,0.002314204,0.003240723,0.033316958,0.035612878,0.016026985,-0.004010417
-0.02095472,-0.028202256,0.01624505,-0.016504501,-0.018076264,-0.016034002,-0.035032084,-0.037367211,-0.04174297,-0.045006606
0.032027028,0.011412228,0.017849213,0.010035257,0.003230903,0.009752048,0.007236345,0.046583058,-0.019785404,0.000331142
0.017915211,-0.027997262,0.025282908,0.042517959,-0.001760993,0.023971983,0.01728553,0.007819738,0.024296184,-0.004987019
0.003194563,0.036449682,0.000226922,0.018018552,-0.030422895,-0.033957417,-0.005944693,0.000962262,0.013411611,0.029390113
-0.042909311,-0.006444091,0.018881186,-0.060037385,-0.023905459,-0.00099768,-0.025467417,-0.019779947,-0.005513203,-0.033056895
-0.043314206,-0.009767067,-0.025483365,-0.022711094,-0.016260614,-0.096138735,-0.041259768,-0.023095271,-0.046793391,-0.041336541
-0.005696357,-0.012686519,0.016312121,0.0040754,-0.098309598,-0.062840996,0.020842713,-0.008339836,-0.01980265,-0.01380248
-0.027813517,-0.013819884,-0.04363497,-0.053248486,-0.050286936,-0.037337268,-0.043828995,-0.015768854,0.0376898,-0.019581017
0.001163918,-0.041631421,0.00771658,0.044568319,0.088503834,0.057327867,-0.014711384,-0.007507496,0.03060588,-0.011377055
0.039177887,-0.014613665,0.0309623,0.131927543,-0.008067338,0.010173576,0.012013818,0.031616187,0.021004763,0.005147793
-0.032524006,-0.054988726,-0.017542376,0.037057615,-0.052306225,-0.007152008,-0.000142091,-0.011750792,0.014854843,-0.00815745
-0.086207773,-0.116253482,-0.008540165,-0.062087317,0.011315538,-0.010738756,-0.03398489,-0.049404454,-0.04803274,-0.036384675
0.09635514,0.035857623,0.069178349,0.018717733,0.0483882,0.051292125,0.046700532,0.073130341,0.057814741,0.07438881
-0.02299071,-0.058160255,-0.051259143,-0.015037877,-0.026822216,-0.085082535,-0.046406415,-0.056294117,-0.064281653,-0.058517009
-0.005971985,-0.018026107,-0.002736004,-0.009688703,-0.005175068,-0.027858438,-0.00338813,0.01147747,0.034434836,0.004889711
-0.108819335,-0.093360187,-0.043632243,-0.156781188,-0.084028503,-0.034975444,-0.120276137,-0.076410365,-0.065179505,-0.05920588
0.06073543,0.035839125,0.024267899,0.006486401,0.060580359,0.050367811,0.046179559,0.021750893,0.041713658,0.054411808
0.019153549,-0.052361793,0.000930625,0.04220046,0.025521365,0.009204593,0.012161581,0.015223712,0.010003297,0.029549054
0.031844205,0.026819083,-0.00279455,0.026505017,0.048510724,0.015423291,0.018971134,0.008499079,0.035573152,-0.01269536
0.030663403,0.029312156,-0.008195824,0.011503103,0.019215703,0.052718499,0.043701425,0.046657039,0.005299625,0.039447669
0.004642681,0.005976164,-0.045456857,0.013336725,0.084103958,-0.022909128,0.031923736,-0.005026081,-0.044692006,-0.005242689
0.051990311,0.054040581,0.053652681,0.117019518,0.017345723,0.016595247,0.001712358,-0.041825568,0.035296532,0.015413803
0.013059314,0.023091875,-0.015274665,-0.010972241,0.027312234,-0.012189798,0.042155648,0.02773024,0.002254792,-0.014624295
0.025212756,5.87E-05,0.00401746,0.021393525,0.036752577,0.047869189,0.005452494,0.02384519,0.056134138,0.015526795
0.005432993,0.014852191,0.01312113,-0.020952316,0.024572586,0.010982391,-0.016171396,0.025093702,0.015938926,-0.002745695
0.017444981,0.011496362,0.009267867,-0.006194666,-0.003741426,0.016014126,-0.003459972,0.01395994,0.015313599,0.028221591
-0.023959131,-0.01184328,-0.058651785,-0.026080614,-0.039874181,-0.051937485,-0.013679652,-0.018113811,-0.015504168,0.001261655
0.04106176,0.073620354,0.021532214,0.047596218,0.011359036,0.028638202,0.013679652,0.04770803,0.034644453,0.034469587
-0.001775174,0.026143589,0.001674049,-0.006974701,0.009595769,-0.038057979,-0.017340639,0.009787157,-0.019891055,0.014470925
0.020120376,-0.005774336,0.014706115,0.005670637,0.013281046,0.023701014,0.021767262,0.007574818,0.008227477,-0.025800964
